enrolment_id,lesson_no,completed,completed_date
4585,5,1,2024-06-13
4585,6,1,2024-06-14
4585,7,0,
4586,1,0,
4587,1,0,
4588,1,1,2024-02-23
4588,2,1,2024-02-28
4588,3,1,2024-03-02
4588,4,1,2024-03-06
4588,5,1,2024-03-07
4588,6,1,2024-03-10
4588,7,1,2024-03-14
4588,8,0,
4589,1,1,2024-10-05
4589,2,0,
4590,1,1,2024-01-26
4590,2,1,2024-01-27
4590,3,0,
4591,1,1,2024-09-09
4591,2,1,2024-09-13
4591,3,1,2024-09-18
4591,4,1,2024-09-24
4591,5,1,2024-09-27
4591,6,0,
4592,1,1,2024-05-27
4592,2,1,2024-05-29
4592,3,1,2024-06-04
4592,4,1,2024-06-05
4592,5,1,2024-06-11
4592,6,1,2024-06-16
4592,7,0,
4593,1,0,
4594,1,1,2024-10-16
4594,2,1,2024-10-19
4594,3,0,
4595,1,1,2024-10-05
4595,2,1,2024-10-10
4595,3,1,2024-10-16
4595,4,1,2024-10-21
4595,5,1,2024-10-24
4595,6,1,2024-10-30
4595,7,1,2024-11-05
4595,8,1,2024-11-09
4595,9,1,2024-11-14
4595,10,0,
4596,1,1,2024-02-09
4596,2,1,2024-02-10
4596,3,1,2024-02-16
4596,4,1,2024-02-19
4596,5,1,2024-02-20
4596,6,0,
4597,1,1,2024-09-28
4597,2,1,2024-10-01
4597,3,1,2024-10-03
4597,4,1,2024-10-08
4597,5,1,2024-10-13
4597,6,1,2024-10-15
4597,7,1,2024-10-19
4597,8,1,2024-10-23
4597,9,1,2024-10-26
4597,10,0,
4598,1,1,2024-06-19
4598,2,1,2024-06-25
4598,3,1,2024-06-30
4598,4,1,2024-07-04
4598,5,1,2024-07-09
4598,6,1,2024-07-14
4598,7,0,
4599,1,1,2024-04-06
4599,2,1,2024-04-11
4599,3,0,
4600,1,1,2024-07-13
4600,2,1,2024-07-14
4600,3,0,
4601,1,1,2024-04-04
4601,2,1,2024-04-06
4601,3,1,2024-04-11
4601,4,1,2024-04-15
4601,5,0,
4602,1,0,
4603,1,1,2024-07-03
4603,2,1,2024-07-05
4603,3,1,2024-07-09
4603,4,0,
4604,1,1,2024-04-30
4604,2,0,
4605,1,1,2024-07-10
4605,2,1,2024-07-12
4605,3,1,2024-07-17
4605,4,1,2024-07-18
4605,5,1,2024-07-23
4605,6,1,2024-07-26
4605,7,0,
4606,1,0,
4607,1,1,2024-06-27
4607,2,1,2024-07-02
4607,3,1,2024-07-04
4607,4,0,
4608,1,1,2024-01-26
4608,2,1,2024-01-30
4608,3,1,2024-02-04
4608,4,1,2024-02-05
4608,5,1,2024-02-06
4608,6,1,2024-02-10
4608,7,1,2024-02-14
4608,8,1,2024-02-20
4608,9,0,
4609,1,1,2024-10-17
4609,2,1,2024-10-22
4609,3,0,
4610,1,1,2024-08-26
4610,2,1,2024-08-31
4610,3,1,2024-09-01
4610,4,1,2024-09-02
4610,5,1,2024-09-08
4610,6,1,2024-09-13
4610,7,0,
4611,1,0,
4612,1,1,2024-03-28
4612,2,1,2024-03-29
4612,3,1,2024-04-03
4612,4,1,2024-04-08
4612,5,1,2024-04-12
4612,6,1,2024-04-13
4612,7,1,2024-04-18
4612,8,0,
4613,1,1,2024-01-04
4613,2,1,2024-01-09
4613,3,1,2024-01-10
4613,4,1,2024-01-11
4613,5,1,2024-01-13
4613,6,0,
4614,1,1,2024-05-07
4614,2,0,
4615,1,1,2024-05-16
4615,2,1,2024-05-21
4615,3,1,2024-05-24
4615,4,1,2024-05-25
4615,5,1,2024-05-29
4615,6,1,2024-05-30
4615,7,1,2024-06-04
4615,8,1,2024-06-06
4615,9,1,2024-06-11
4615,10,1,2024-06-14
4615,11,0,
4616,1,1,2024-05-23
4616,2,1,2024-05-29
4616,3,1,2024-05-31
4616,4,1,2024-06-04
4616,5,1,2024-06-08
4616,6,0,
4617,1,1,2024-03-31
4617,2,1,2024-04-01
4617,3,0,
4618,1,1,2024-03-21
4618,2,1,2024-03-25
4618,3,1,2024-03-31
4618,4,1,2024-04-03
4618,5,0,
4619,1,1,2024-10-22
4619,2,1,2024-10-25
4619,3,1,2024-10-31
4619,4,1,2024-11-06
4619,5,0,
4620,1,1,2024-10-09
4620,2,1,2024-10-13
4620,3,0,
4621,1,1,2024-07-14
4621,2,1,2024-07-18
4621,3,1,2024-07-22
4621,4,0,
4622,1,1,2024-02-25
4622,2,1,2024-02-26
4622,3,1,2024-02-29
4622,4,1,2024-03-06
4622,5,0,
4623,1,1,2024-10-10
4623,2,0,
4624,1,1,2024-05-14
4624,2,1,2024-05-16
4624,3,1,2024-05-19
4624,4,1,2024-05-21
4624,5,1,2024-05-26
4624,6,0,
4625,1,1,2024-06-27
4625,2,1,2024-06-28
4625,3,1,2024-07-03
4625,4,1,2024-07-04
4625,5,1,2024-07-09
4625,6,1,2024-07-14
4625,7,1,2024-07-15
4625,8,1,2024-07-21
4625,9,1,2024-07-27
4625,10,0,
4626,1,1,2024-02-06
4626,2,1,2024-02-08
4626,3,1,2024-02-09
4626,4,1,2024-02-10
4626,5,1,2024-02-11
4626,6,0,
4627,1,1,2024-09-08
4627,2,1,2024-09-12
4627,3,1,2024-09-18
4627,4,1,2024-09-20
4627,5,1,2024-09-26
4627,6,1,2024-09-27
4627,7,0,
4628,1,1,2024-10-09
4628,2,1,2024-10-15
4628,3,1,2024-10-21
4628,4,1,2024-10-26
4628,5,1,2024-10-29
4628,6,1,2024-11-04
4628,7,0,
4629,1,0,
4630,1,1,2024-07-03
4630,2,1,2024-07-04
4630,3,1,2024-07-10
4630,4,1,2024-07-11
4630,5,1,2024-07-12
4630,6,1,2024-07-16
4630,7,0,
4631,1,1,2024-04-17
4631,2,1,2024-04-22
4631,3,0,
4632,1,1,2024-09-01
4632,2,1,2024-09-05
4632,3,0,
4633,1,0,
4634,1,1,2024-09-12
4634,2,1,2024-09-15
4634,3,1,2024-09-21
4634,4,1,2024-09-27
4634,5,1,2024-10-03
4634,6,1,2024-10-06
4634,7,0,
4635,1,1,2024-04-16
4635,2,1,2024-04-19
4635,3,1,2024-04-25
4635,4,1,2024-04-27
4635,5,1,2024-04-29
4635,6,1,2024-05-05
4635,7,0,
4636,1,0,
4637,1,0,
4638,1,0,
4639,1,1,2024-05-23
4639,2,1,2024-05-29
4639,3,1,2024-06-04
4639,4,0,
4640,1,1,2024-04-13
4640,2,1,2024-04-19
4640,3,1,2024-04-22
4640,4,1,2024-04-24
4640,5,1,2024-04-30
4640,6,1,2024-05-02
4640,7,1,2024-05-05
4640,8,0,
4641,1,1,2024-03-13
4641,2,1,2024-03-17
4641,3,1,2024-03-22
4641,4,1,2024-03-24
4641,5,1,2024-03-29
4641,6,1,2024-03-31
4641,7,1,2024-04-03
4641,8,0,
4642,1,1,2024-10-07
4642,2,1,2024-10-12
4642,3,0,
4643,1,1,2024-03-11
4643,2,1,2024-03-14
4643,3,1,2024-03-20
4643,4,1,2024-03-25
4643,5,1,2024-03-31
4643,6,1,2024-04-04
4643,7,0,
4644,1,1,2024-05-29
4644,2,1,2024-06-03
4644,3,1,2024-06-07
4644,4,1,2024-06-13
4644,5,1,2024-06-17
4644,6,1,2024-06-20
4644,7,0,
4645,1,1,2024-06-04
4645,2,0,
4646,1,1,2024-02-10
4646,2,1,2024-02-15
4646,3,1,2024-02-21
4646,4,1,2024-02-27
4646,5,1,2024-03-01
4646,6,1,2024-03-04
4646,7,1,2024-03-08
4646,8,1,2024-03-10
4646,9,1,2024-03-11
4646,10,1,2024-03-13
4646,11,0,
4647,1,1,2024-02-24
4647,2,0,
4648,1,1,2024-06-13
4648,2,1,2024-06-14
4648,3,1,2024-06-18
4648,4,1,2024-06-21
4648,5,1,2024-06-26
4648,6,1,2024-06-30
4648,7,1,2024-07-03
4648,8,1,2024-07-09
4648,9,1,2024-07-10
4648,10,1,2024-07-15
4648,11,1,2024-07-17
4648,12,1,2024-07-20
4649,1,1,2024-07-05
4649,2,1,2024-07-06
4649,3,1,2024-07-12
4649,4,1,2024-07-15
4649,5,1,2024-07-18
4649,6,0,
4650,1,1,2024-05-27
4650,2,1,2024-05-31
4650,3,1,2024-06-02
4650,4,1,2024-06-07
4650,5,1,2024-06-08
4650,6,1,2024-06-14
4650,7,1,2024-06-20
4650,8,0,
4651,1,0,
4652,1,1,2024-05-17
4652,2,1,2024-05-18
4652,3,1,2024-05-24
4652,4,1,2024-05-25
4652,5,1,2024-05-29
4652,6,1,2024-06-03
4652,7,1,2024-06-06
4652,8,1,2024-06-10
4652,9,1,2024-06-11
4652,10,1,2024-06-15
4652,11,0,
4653,1,1,2024-03-06
4653,2,1,2024-03-07
4653,3,1,2024-03-09
4653,4,0,
4654,1,1,2024-08-15
4654,2,1,2024-08-19
4654,3,1,2024-08-23
4654,4,1,2024-08-27
4654,5,0,
4655,1,1,2024-10-21
4655,2,0,
4656,1,1,2024-03-18
4656,2,1,2024-03-20
4656,3,1,2024-03-26
4656,4,1,2024-03-30
4656,5,1,2024-04-04
4656,6,1,2024-04-09
4656,7,1,2024-04-11
4656,8,1,2024-04-16
4656,9,1,2024-04-21
4656,10,1,2024-04-25
4656,11,1,2024-04-29
4656,12,1,2024-05-05
4657,1,1,2024-06-02
4657,2,1,2024-06-07
4657,3,1,2024-06-12
4657,4,1,2024-06-15
4657,5,1,2024-06-19
4657,6,1,2024-06-24
4657,7,1,2024-06-28
4657,8,0,
4658,1,1,2024-05-25
4658,2,1,2024-05-29
4658,3,1,2024-06-02
4658,4,0,
4659,1,1,2024-08-18
4659,2,1,2024-08-21
4659,3,1,2024-08-26
4659,4,0,
4660,1,0,
4661,1,1,2024-07-21
4661,2,1,2024-07-27
4661,3,1,2024-07-28
4661,4,0,
4662,1,0,
4663,1,1,2024-08-07
4663,2,1,2024-08-12
4663,3,1,2024-08-14
4663,4,1,2024-08-18
4663,5,1,2024-08-21
4663,6,1,2024-08-26
4663,7,0,
4664,1,1,2024-10-30
4664,2,1,2024-11-03
4664,3,1,2024-11-04
4664,4,0,
4665,1,1,2024-09-22
4665,2,0,
4666,1,1,2024-08-17
4666,2,1,2024-08-20
4666,3,1,2024-08-21
4666,4,1,2024-08-27
4666,5,1,2024-08-28
4666,6,1,2024-08-29
4666,7,0,
4667,1,0,
4668,1,1,2024-08-31
4668,2,1,2024-09-03
4668,3,1,2024-09-06
4668,4,1,2024-09-10
4668,5,1,2024-09-12
4668,6,1,2024-09-14
4668,7,1,2024-09-19
4668,8,0,
4669,1,1,2024-02-06
4669,2,1,2024-02-12
4669,3,0,
4670,1,1,2024-08-10
4670,2,1,2024-08-11
4670,3,1,2024-08-12
4670,4,1,2024-08-17
4670,5,1,2024-08-19
4670,6,1,2024-08-23
4670,7,0,
4671,1,1,2024-10-08
4671,2,1,2024-10-09
4671,3,1,2024-10-15
4671,4,1,2024-10-16
4671,5,1,2024-10-22
4671,6,1,2024-10-27
4671,7,0,
4672,1,1,2024-03-27
4672,2,1,2024-03-28
4672,3,1,2024-04-02
4672,4,1,2024-04-07
4672,5,1,2024-04-12
4672,6,0,
4673,1,1,2024-04-25
4673,2,1,2024-04-27
4673,3,1,2024-04-29
4673,4,1,2024-05-04
4673,5,1,2024-05-09
4673,6,1,2024-05-11
4673,7,1,2024-05-14
4673,8,1,2024-05-20
4673,9,1,2024-05-22
4673,10,1,2024-05-25
4673,11,1,2024-05-29
4673,12,0,
4674,1,1,2024-10-11
4674,2,0,
4675,1,1,2024-09-27
4675,2,1,2024-10-03
4675,3,1,2024-10-05
4675,4,0,
4676,1,1,2024-06-01
4676,2,0,
4677,1,1,2024-02-28
4677,2,1,2024-03-02
4677,3,1,2024-03-05
4677,4,1,2024-03-11
4677,5,1,2024-03-15
4677,6,1,2024-03-21
4677,7,1,2024-03-22
4677,8,0,
4678,1,1,2024-07-17
4678,2,1,2024-07-20
4678,3,1,2024-07-26
4678,4,1,2024-07-31
4678,5,1,2024-08-04
4678,6,1,2024-08-05
4678,7,1,2024-08-11
4678,8,0,
4679,1,0,
4680,1,1,2024-04-06
4680,2,0,
4681,1,1,2024-02-22
4681,2,1,2024-02-23
4681,3,1,2024-02-29
4681,4,1,2024-03-03
4681,5,1,2024-03-06
4681,6,1,2024-03-11
4681,7,1,2024-03-13
4681,8,1,2024-03-14
4681,9,1,2024-03-16
4681,10,1,2024-03-19
4681,11,0,
4682,1,1,2024-10-05
4682,2,1,2024-10-11
4682,3,1,2024-10-14
4682,4,1,2024-10-16
4682,5,1,2024-10-22
4682,6,1,2024-10-23
4682,7,1,2024-10-26
4682,8,1,2024-10-27
4682,9,0,
4683,1,1,2024-10-20
4683,2,1,2024-10-21
4683,3,0,
4684,1,1,2024-05-03
4684,2,1,2024-05-07
4684,3,1,2024-05-09
4684,4,1,2024-05-14
4684,5,0,
4685,1,1,2024-02-15
4685,2,1,2024-02-17
4685,3,0,
4686,1,1,2024-08-23
4686,2,1,2024-08-29
4686,3,1,2024-09-03
4686,4,1,2024-09-06
4686,5,1,2024-09-11
4686,6,1,2024-09-16
4686,7,0,
4687,1,1,2024-02-19
4687,2,0,
4688,1,1,2024-01-29
4688,2,1,2024-02-03
4688,3,1,2024-02-08
4688,4,1,2024-02-11
4688,5,1,2024-02-16
4688,6,0,
4689,1,1,2024-02-09
4689,2,1,2024-02-15
4689,3,1,2024-02-17
4689,4,1,2024-02-23
4689,5,1,2024-02-29
4689,6,1,2024-03-01
4689,7,1,2024-03-04
4689,8,0,
4690,1,1,2024-06-23
4690,2,1,2024-06-26
4690,3,1,2024-07-02
4690,4,0,
4691,1,1,2024-09-05
4691,2,1,2024-09-08
4691,3,0,
4692,1,1,2024-10-13
4692,2,0,
4693,1,1,2024-05-29
4693,2,1,2024-06-04
4693,3,1,2024-06-10
4693,4,1,2024-06-11
4693,5,1,2024-06-17
4693,6,0,
4694,1,1,2024-10-12
4694,2,1,2024-10-17
4694,3,1,2024-10-21
4694,4,1,2024-10-23
4694,5,1,2024-10-28
4694,6,1,2024-10-29
4694,7,1,2024-11-04
4694,8,1,2024-11-05
4694,9,0,
4695,1,1,2024-09-01
4695,2,1,2024-09-04
4695,3,1,2024-09-09
4695,4,1,2024-09-11
4695,5,1,2024-09-17
4695,6,1,2024-09-22
4695,7,1,2024-09-26
4695,8,1,2024-09-27
4695,9,0,
4696,1,1,2024-09-06
4696,2,1,2024-09-12
4696,3,1,2024-09-15
4696,4,1,2024-09-18
4696,5,1,2024-09-21
4696,6,1,2024-09-26
4696,7,0,
4697,1,0,
4698,1,0,
4699,1,0,
4700,1,1,2024-03-18
4700,2,0,
4701,1,1,2024-03-08
4701,2,0,
4702,1,1,2024-09-26
4702,2,1,2024-09-28
4702,3,1,2024-09-30
4702,4,1,2024-10-01
4702,5,1,2024-10-07
4702,6,1,2024-10-09
4702,7,1,2024-10-10
4702,8,0,
4703,1,1,2024-07-07
4703,2,1,2024-07-11
4703,3,1,2024-07-16
4703,4,1,2024-07-20
4703,5,1,2024-07-21
4703,6,0,
4704,1,0,
4705,1,1,2024-09-17
4705,2,1,2024-09-19
4705,3,0,
4706,1,1,2024-09-14
4706,2,1,2024-09-17
4706,3,1,2024-09-18
4706,4,1,2024-09-22
4706,5,1,2024-09-26
4706,6,1,2024-09-27
4706,7,0,
4707,1,0,
4708,1,1,2024-04-02
4708,2,0,
4709,1,1,2024-04-26
4709,2,0,
4710,1,1,2024-01-20
4710,2,0,
4711,1,1,2024-06-24
4711,2,0,
4712,1,1,2024-03-22
4712,2,0,
4713,1,1,2024-05-30
4713,2,1,2024-06-02
4713,3,1,2024-06-08
4713,4,1,2024-06-10
4713,5,1,2024-06-14
4713,6,1,2024-06-19
4713,7,1,2024-06-21
4713,8,1,2024-06-27
4713,9,1,2024-07-01
4713,10,1,2024-07-07
4713,11,1,2024-07-11
4713,12,1,2024-07-12
4714,1,1,2024-08-11
4714,2,1,2024-08-13
4714,3,1,2024-08-15
4714,4,1,2024-08-16
4714,5,1,2024-08-20
4714,6,1,2024-08-25
4714,7,0,
4715,1,1,2024-02-07
4715,2,1,2024-02-11
4715,3,1,2024-02-16
4715,4,1,2024-02-17
4715,5,1,2024-02-23
4715,6,0,
4716,1,1,2024-09-07
4716,2,1,2024-09-11
4716,3,1,2024-09-17
4716,4,1,2024-09-21
4716,5,1,2024-09-26
4716,6,1,2024-10-02
4716,7,0,
4717,1,1,2024-03-28
4717,2,0,
4718,1,1,2024-06-06
4718,2,0,
4719,1,1,2024-03-31
4719,2,0,
4720,1,1,2024-02-04
4720,2,1,2024-02-07
4720,3,1,2024-02-12
4720,4,1,2024-02-15
4720,5,1,2024-02-20
4720,6,1,2024-02-25
4720,7,1,2024-02-26
4720,8,1,2024-02-29
4720,9,1,2024-03-04
4720,10,1,2024-03-06
4720,11,1,2024-03-10
4720,12,1,2024-03-11
4721,1,1,2024-09-04
4721,2,1,2024-09-06
4721,3,0,
4722,1,1,2024-08-16
4722,2,0,
4723,1,1,2024-07-25
4723,2,1,2024-07-26
4723,3,1,2024-07-30
4723,4,1,2024-08-03
4723,5,0,
4724,1,1,2024-10-29
4724,2,1,2024-11-04
4724,3,1,2024-11-06
4724,4,1,2024-11-07
4724,5,1,2024-11-11
4724,6,1,2024-11-12
4724,7,1,2024-11-15
4724,8,0,
4725,1,1,2024-09-01
4725,2,0,
4726,1,0,
4727,1,1,2024-08-06
4727,2,1,2024-08-12
4727,3,0,
4728,1,1,2024-02-12
4728,2,1,2024-02-18
4728,3,1,2024-02-24
4728,4,0,
4729,1,1,2024-02-19
4729,2,1,2024-02-25
4729,3,0,
4730,1,1,2024-10-06
4730,2,1,2024-10-07
4730,3,1,2024-10-12
4730,4,1,2024-10-13
4730,5,0,
4731,1,1,2024-02-22
4731,2,1,2024-02-28
4731,3,1,2024-03-05
4731,4,1,2024-03-09
4731,5,1,2024-03-15
4731,6,1,2024-03-18
4731,7,1,2024-03-21
4731,8,0,
4732,1,1,2024-07-24
4732,2,0,
4733,1,1,2024-08-13
4733,2,1,2024-08-19
4733,3,1,2024-08-24
4733,4,0,
4734,1,1,2024-07-05
4734,2,0,
4735,1,1,2024-09-28
4735,2,1,2024-10-02
4735,3,0,
4736,1,1,2024-07-14
4736,2,1,2024-07-15
4736,3,1,2024-07-16
4736,4,1,2024-07-21
4736,5,1,2024-07-25
4736,6,1,2024-07-26
4736,7,0,
4737,1,1,2024-07-31
4737,2,0,
4738,1,1,2024-09-11
4738,2,1,2024-09-16
4738,3,0,
4739,1,0,
4740,1,1,2024-08-01
4740,2,1,2024-08-04
4740,3,1,2024-08-10
4740,4,1,2024-08-14
4740,5,0,
4741,1,1,2024-09-11
4741,2,1,2024-09-14
4741,3,1,2024-09-19
4741,4,1,2024-09-25
4741,5,1,2024-09-26
4741,6,1,2024-10-01
4741,7,0,
4742,1,1,2024-07-13
4742,2,1,2024-07-16
4742,3,1,2024-07-19
4742,4,1,2024-07-20
4742,5,0,
4743,1,1,2024-03-02
4743,2,1,2024-03-05
4743,3,1,2024-03-08
4743,4,1,2024-03-09
4743,5,1,2024-03-12
4743,6,1,2024-03-15
4743,7,1,2024-03-17
4743,8,1,2024-03-18
4743,9,1,2024-03-19
4743,10,0,
4744,1,1,2024-08-14
4744,2,0,
4745,1,1,2024-10-01
4745,2,1,2024-10-02
4745,3,1,2024-10-03
4745,4,1,2024-10-05
4745,5,1,2024-10-09
4745,6,1,2024-10-14
4745,7,0,
4746,1,1,2024-10-28
4746,2,1,2024-11-01
4746,3,1,2024-11-03
4746,4,1,2024-11-04
4746,5,0,
4747,1,1,2024-04-28
4747,2,1,2024-05-02
4747,3,1,2024-05-05
4747,4,1,2024-05-09
4747,5,0,
4748,1,0,
4749,1,1,2024-07-20
4749,2,1,2024-07-23
4749,3,1,2024-07-28
4749,4,1,2024-07-30
4749,5,1,2024-08-04
4749,6,1,2024-08-05
4749,7,0,
4750,1,1,2024-09-30
4750,2,1,2024-10-01
4750,3,1,2024-10-05
4750,4,1,2024-10-11
4750,5,1,2024-10-17
4750,6,0,
4751,1,1,2024-05-09
4751,2,1,2024-05-15
4751,3,1,2024-05-18
4751,4,1,2024-05-23
4751,5,1,2024-05-27
4751,6,1,2024-05-30
4751,7,1,2024-06-01
4751,8,1,2024-06-07
4751,9,0,
4752,1,0,
4753,1,1,2024-03-26
4753,2,1,2024-03-27
4753,3,1,2024-04-02
4753,4,1,2024-04-05
4753,5,1,2024-04-08
4753,6,1,2024-04-11
4753,7,1,2024-04-17
4753,8,1,2024-04-23
4753,9,1,2024-04-27
4753,10,1,2024-05-02
4753,11,1,2024-05-08
4753,12,0,
4754,1,1,2024-02-27
4754,2,1,2024-03-03
4754,3,1,2024-03-05
4754,4,0,
4755,1,1,2024-07-31
4755,2,1,2024-08-01
4755,3,1,2024-08-02
4755,4,0,
4756,1,1,2024-03-06
4756,2,1,2024-03-09
4756,3,1,2024-03-10
4756,4,1,2024-03-15
4756,5,1,2024-03-17
4756,6,1,2024-03-22
4756,7,1,2024-03-27
4756,8,1,2024-03-29
4756,9,1,2024-04-04
4756,10,0,
4757,1,1,2024-03-22
4757,2,0,
4758,1,1,2024-09-22
4758,2,1,2024-09-25
4758,3,1,2024-09-28
4758,4,1,2024-10-02
4758,5,1,2024-10-04
4758,6,1,2024-10-10
4758,7,0,
4759,1,1,2024-05-10
4759,2,1,2024-05-16
4759,3,1,2024-05-22
4759,4,1,2024-05-26
4759,5,1,2024-05-28
4759,6,1,2024-05-30
4759,7,1,2024-06-05
4759,8,1,2024-06-11
4759,9,1,2024-06-14
4759,10,1,2024-06-15
4759,11,1,2024-06-19
4759,12,1,2024-06-21
4760,1,0,
4761,1,1,2024-04-07
4761,2,1,2024-04-12
4761,3,1,2024-04-18
4761,4,0,
4762,1,1,2024-09-06
4762,2,0,
4763,1,1,2024-04-19
4763,2,1,2024-04-25
4763,3,1,2024-04-27
4763,4,1,2024-04-30
4763,5,1,2024-05-03
4763,6,0,
4764,1,1,2024-10-13
4764,2,1,2024-10-17
4764,3,1,2024-10-19
4764,4,0,
4765,1,1,2024-02-14
4765,2,0,
4766,1,1,2024-09-01
4766,2,1,2024-09-06
4766,3,1,2024-09-08
4766,4,1,2024-09-10
4766,5,1,2024-09-13
4766,6,1,2024-09-19
4766,7,1,2024-09-25
4766,8,1,2024-09-26
4766,9,0,
4767,1,1,2024-03-20
4767,2,1,2024-03-25
4767,3,1,2024-03-28
4767,4,1,2024-04-02
4767,5,0,
4768,1,1,2024-03-24
4768,2,0,
4769,1,1,2024-09-12
4769,2,0,
4770,1,1,2024-02-20
4770,2,1,2024-02-21
4770,3,0,
4771,1,1,2024-06-13
4771,2,1,2024-06-14
4771,3,1,2024-06-20
4771,4,1,2024-06-25
4771,5,1,2024-06-28
4771,6,1,2024-06-29
4771,7,1,2024-07-02
4771,8,1,2024-07-08
4771,9,0,
4772,1,1,2024-01-26
4772,2,1,2024-01-28
4772,3,1,2024-01-29
4772,4,1,2024-02-03
4772,5,0,
4773,1,1,2024-05-26
4773,2,1,2024-05-29
4773,3,1,2024-06-04
4773,4,1,2024-06-09
4773,5,1,2024-06-13
4773,6,1,2024-06-18
4773,7,0,
4774,1,0,
4775,1,1,2024-03-20
4775,2,1,2024-03-26
4775,3,1,2024-03-29
4775,4,1,2024-03-31
4775,5,0,
4776,1,1,2024-04-30
4776,2,1,2024-05-05
4776,3,1,2024-05-10
4776,4,1,2024-05-12
4776,5,0,
4777,1,1,2024-06-14
4777,2,1,2024-06-19
4777,3,0,
4778,1,1,2024-07-14
4778,2,1,2024-07-18
4778,3,1,2024-07-22
4778,4,0,
4779,1,1,2024-10-11
4779,2,0,
4780,1,1,2024-06-06
4780,2,1,2024-06-08
4780,3,1,2024-06-11
4780,4,1,2024-06-17
4780,5,1,2024-06-23
4780,6,1,2024-06-26
4780,7,1,2024-06-30
4780,8,1,2024-07-03
4780,9,1,2024-07-06
4780,10,1,2024-07-11
4780,11,0,
4781,1,1,2024-09-15
4781,2,1,2024-09-20
4781,3,1,2024-09-25
4781,4,1,2024-09-29
4781,5,1,2024-09-30
4781,6,1,2024-10-04
4781,7,1,2024-10-05
4781,8,1,2024-10-06
4781,9,0,
4782,1,1,2024-04-12
4782,2,0,
4783,1,1,2024-07-27
4783,2,1,2024-08-01
4783,3,1,2024-08-03
4783,4,1,2024-08-05
4783,5,1,2024-08-09
4783,6,1,2024-08-13
4783,7,0,
4784,1,1,2024-10-21
4784,2,1,2024-10-26
4784,3,1,2024-11-01
4784,4,1,2024-11-03
4784,5,1,2024-11-06
4784,6,0,
4785,1,1,2024-10-18
4785,2,0,
4786,1,0,
4787,1,1,2024-01-10
4787,2,1,2024-01-14
4787,3,0,
4788,1,0,
4789,1,1,2024-02-25
4789,2,0,
4790,1,1,2024-03-03
4790,2,1,2024-03-05
4790,3,0,
4791,1,1,2024-07-12
4791,2,0,
4792,1,1,2024-08-02
4792,2,1,2024-08-03
4792,3,1,2024-08-07
4792,4,1,2024-08-11
4792,5,1,2024-08-13
4792,6,1,2024-08-16
4792,7,0,
4793,1,1,2024-01-18
4793,2,1,2024-01-22
4793,3,1,2024-01-24
4793,4,1,2024-01-28
4793,5,1,2024-01-31
4793,6,0,
4794,1,1,2024-08-07
4794,2,1,2024-08-10
4794,3,1,2024-08-13
4794,4,0,
4795,1,1,2024-02-25
4795,2,1,2024-03-01
4795,3,0,
4796,1,1,2024-01-30
4796,2,0,
4797,1,1,2024-09-19
4797,2,0,
4798,1,1,2024-02-06
4798,2,1,2024-02-08
4798,3,1,2024-02-13
4798,4,1,2024-02-18
4798,5,1,2024-02-22
4798,6,1,2024-02-24
4798,7,1,2024-02-29
4798,8,0,
4799,1,0,
4800,1,1,2024-06-18
4800,2,1,2024-06-20
4800,3,1,2024-06-24
4800,4,1,2024-06-28
4800,5,1,2024-06-30
4800,6,0,
4801,1,1,2024-05-25
4801,2,0,
4802,1,1,2024-09-26
4802,2,1,2024-09-29
4802,3,1,2024-10-01
4802,4,1,2024-10-05
4802,5,1,2024-10-08
4802,6,0,
4803,1,1,2024-10-01
4803,2,1,2024-10-06
4803,3,1,2024-10-08
4803,4,1,2024-10-13
4803,5,0,
4804,1,1,2024-07-26
4804,2,1,2024-07-29
4804,3,1,2024-08-03
4804,4,1,2024-08-06
4804,5,1,2024-08-07
4804,6,1,2024-08-09
4804,7,1,2024-08-11
4804,8,1,2024-08-13
4804,9,1,2024-08-14
4804,10,1,2024-08-20
4804,11,1,2024-08-24
4804,12,1,2024-08-27
4805,1,1,2024-09-04
4805,2,1,2024-09-05
4805,3,1,2024-09-08
4805,4,1,2024-09-09
4805,5,1,2024-09-11
4805,6,1,2024-09-12
4805,7,1,2024-09-17
4805,8,1,2024-09-23
4805,9,0,
4806,1,1,2024-04-30
4806,2,1,2024-05-02
4806,3,1,2024-05-04
4806,4,1,2024-05-08
4806,5,1,2024-05-10
4806,6,0,
4807,1,1,2024-01-18
4807,2,1,2024-01-22
4807,3,1,2024-01-24
4807,4,0,
4808,1,1,2024-07-12
4808,2,1,2024-07-17
4808,3,1,2024-07-21
4808,4,1,2024-07-27
4808,5,1,2024-08-01
4808,6,1,2024-08-06
4808,7,0,
4809,1,1,2024-07-13
4809,2,0,
4810,1,1,2024-10-25
4810,2,1,2024-10-31
4810,3,1,2024-11-01
4810,4,1,2024-11-02
4810,5,1,2024-11-03
4810,6,1,2024-11-04
4810,7,0,
4811,1,1,2024-03-14
4811,2,1,2024-03-20
4811,3,1,2024-03-23
4811,4,1,2024-03-27
4811,5,1,2024-03-28
4811,6,1,2024-03-30
4811,7,1,2024-04-01
4811,8,1,2024-04-02
4811,9,0,
4812,1,1,2024-03-19
4812,2,1,2024-03-22
4812,3,1,2024-03-27
4812,4,1,2024-04-01
4812,5,1,2024-04-03
4812,6,1,2024-04-06
4812,7,0,
